sale_record_id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,split,extract_batch_id
54,2014-05-02,335000.0,2.0,2.0,1350.0,2560.0,1.0,0.0,0.0,3.0,8.0,1350.0,0.0,1976.0,0.0,98052,47.6344,-122.10700000000001,1790.0,2560.0,train,kc_capstone_batch_2026_03
55,2014-05-02,604000.0,3.0,2.5,3240.0,33151.0,2.0,0.0,2.0,3.0,10.0,3240.0,0.0,1995.0,0.0,98023,47.3256,-122.37799999999999,4050.0,24967.0,train,kc_capstone_batch_2026_03
56,2014-05-02,1400000.0,4.0,2.5,2920.0,4000.0,1.5,0.0,0.0,5.0,8.0,1910.0,1010.0,1909.0,0.0,98105,47.6578,-122.28,2470.0,4000.0,train,kc_capstone_batch_2026_03
57,2014-05-02,698000.0,4.0,2.25,2200.0,11250.0,1.5,0.0,0.0,5.0,7.0,1300.0,900.0,1920.0,0.0,98033,47.6845,-122.20100000000001,2320.0,10814.0,train,kc_capstone_batch_2026_03
58,2014-05-02,367500.0,4.0,3.0,3110.0,7231.0,2.0,0.0,0.0,3.0,8.0,3110.0,0.0,1997.0,0.0,,47.3279,-122.191,2820.0,7311.0,train,kc_capstone_batch_2026_03
59,2014-05-02,630000.0,4.0,2.75,2710.0,37277.0,2.0,0.0,0.0,3.0,9.0,2710.0,0.0,2000.0,0.0,98027,47.4634,-121.98700000000001,2390.0,39299.0,train,kc_capstone_batch_2026_03
60,2014-05-02,482000.0,4.0,2.5,2710.0,35868.0,2.0,0.0,0.0,3.0,9.0,2710.0,0.0,1989.0,0.0,98038,47.375,-122.022,2780.0,36224.0,train,kc_capstone_batch_2026_03
61,2014-05-02,430000.0,4.0,1.5,1920.0,10000.0,1.0,0.0,0.0,4.0,7.0,1070.0,850.0,1954.0,0.0,98006,47.5725,-122.133,1450.0,10836.0,train,kc_capstone_batch_2026_03
62,2014-05-02,436110.0,3.0,2.5,1770.0,1235.0,3.0,0.0,0.0,3.0,8.0,1600.0,170.0,2007.0,0.0,98103,47.6965,-122.34200000000001,1680.0,1203.0,train,kc_capstone_batch_2026_03
63,2014-05-02,260000.0,4.0,,1480.0,8625.0,1.0,0.0,0.0,4.0,7.0,1480.0,0.0,1974.0,0.0,98055,47.461999999999996,-122.193,,8502.0,train,kc_capstone_batch_2026_03
64,2014-05-02,838000.0,4.0,2.5,3310.0,42998.0,2.0,0.0,0.0,3.0,9.0,3310.0,0.0,2001.0,0.0,98052,47.7232,-122.131,3350.0,42847.0,train,kc_capstone_batch_2026_03
65,2014-05-02,287200.0,3.0,3.0,1850.0,19966.0,1.0,0.0,0.0,4.0,7.0,1090.0,760.0,1992.0,0.0,98038,47.3493,-122.03399999999999,1410.0,6715.0,train,kc_capstone_batch_2026_03
66,2014-05-02,805000.0,3.0,2.0,2710.0,4500.0,1.5,0.0,0.0,4.0,8.0,1880.0,830.0,1929.0,0.0,98115,47.6747,-122.295,2060.0,4500.0,train,kc_capstone_batch_2026_03
67,2014-05-02,550000.0,3.0,1.75,2910.0,35200.0,1.5,0.0,0.0,3.0,8.0,2910.0,0.0,1979.0,0.0,98075,47.5747,-122.035,,37500.0,train,kc_capstone_batch_2026_03
68,2014-05-03,553000.0,2.0,1.0,900.0,5000.0,1.0,0.0,0.0,3.0,7.0,900.0,0.0,1944.0,0.0,ZIP-98117,47.6883,-122.395,1280.0,5000.0,train,kc_capstone_batch_2026_03
69,2014-05-03,310000.0,3.0,1.0,1010.0,9945.0,1.0,0.0,0.0,4.0,6.0,1010.0,0.0,1973.0,0.0,98065,47.5324,-121.76299999999999,1390.0,12710.0,train,kc_capstone_batch_2026_03
70,2014-05-03,625000.0,4.0,2.75,2920.0,6605.0,2.0,0.0,0.0,3.0,8.0,2920.0,0.0,2012.0,0.0,98059,47.4909,-122.14399999999999,3030.0,6605.0,train,kc_capstone_batch_2026_03
71,2014-05-03,379880.0,3.0,2.5,1650.0,14054.0,1.0,0.0,0.0,4.0,7.0,1130.0,520.0,1986.0,0.0,98027,47.4821,-122.01700000000001,1940.0,87555.0,train,kc_capstone_batch_2026_03
72,2014-05-04,365000.0,3.0,2.5,2200.0,7350.0,1.0,0.0,0.0,5.0,8.0,1570.0,630.0,1988.0,0.0,98058,47.4395,-122.161,2350.0,7557.0,train,kc_capstone_batch_2026_03
73,2014-05-04,628000.0,4.0,2.0,2280.0,6010.0,1.0,0.0,0.0,3.0,7.0,1140.0,1140.0,1900.0,0.0,98122,47.6034,-122.289,2240.0,6200.0,train,kc_capstone_batch_2026_03
74,2014-05-04,783500.0,3.0,2.5,2850.0,7130.0,2.0,0.0,0.0,3.0,10.0,1990.0,860.0,1980.0,0.0,98122,47.603,-122.289,2280.0,6459.0,train,kc_capstone_batch_2026_03
75,2014-05-04,775000.0,2.0,2.5,2680.0,7392.0,1.0,0.0,0.0,3.0,9.0,2680.0,0.0,2004.0,0.0,98053,47.717,-122.02600000000001,2315.0,7045.0,train,kc_capstone_batch_2026_03
76,2014-05-04,331950.0,4.0,2.5,2530.0,9933.0,2.0,0.0,2.0,3.0,8.0,2010.0,520.0,1990.0,0.0,98092,47.2654,-122.21600000000001,2140.0,9933.0,train,kc_capstone_batch_2026_03
77,2014-05-05,580000.0,2.0,1.0,2540.0,7000.0,1.0,0.0,0.0,5.0,8.0,1320.0,1220.0,1942.0,0.0,98118,47.5259,-122.26100000000001,2160.0,6000.0,train,kc_capstone_batch_2026_03
78,2014-05-05,531000.0,2.0,3.0,1270.0,1175.0,2.0,0.0,0.0,3.0,8.0,1110.0,160.0,2000.0,0.0,98103,47.6634,-122.34,1290.0,1800.0,train,kc_capstone_batch_2026_03
79,2014-05-05,487585.0,4.0,1.75,2010.0,9211.0,1.0,0.0,0.0,3.0,7.0,1470.0,540.0,1977.0,0.0,98034,47.7206,-122.171,1840.0,8500.0,train,kc_capstone_batch_2026_03
80,2014-05-05,1395000.0,5.0,3.5,4010.0,8510.0,2.0,0.0,1.0,5.0,9.0,2850.0,1160.0,1971.0,0.0,98105,47.6578,-122.286,2610.0,6128.0,train,kc_capstone_batch_2026_03
81,2014-05-05,770000.0,3.0,2.0,2350.0,5700.0,1.5,0.0,0.0,4.0,8.0,1810.0,540.0,1939.0,0.0,98112,47.638999999999996,-122.31,2170.0,6000.0,train,kc_capstone_batch_2026_03
82,2014-05-05,419190.0,2.0,2.5,1590.0,1426.0,2.0,0.0,0.0,3.0,8.0,1590.0,0.0,2014.0,0.0,98029,47.5441,-122.01299999999999,1590.0,1426.0,train,kc_capstone_batch_2026_03
83,2014-05-05,740000.0,4.0,1.75,2010.0,3600.0,1.5,0.0,0.0,3.0,7.0,2010.0,0.0,1902.0,0.0,98119,47.6337,-122.37100000000001,2010.0,3600.0,train,kc_capstone_batch_2026_03
84,2014-05-05,618500.0,3.0,2.0,1800.0,5000.0,1.0,0.0,0.0,4.0,7.0,1080.0,720.0,1942.0,0.0,98115,47.6738,-122.29700000000001,1800.0,5000.0,train,kc_capstone_batch_2026_03
85,2014-05-05,210000.0,5.0,,2050.0,10200.0,1.0,0.0,0.0,3.0,6.0,1430.0,620.0,1956.0,0.0,,47.4136,-122.333,1940.0,8625.0,train,kc_capstone_batch_2026_03
86,2014-05-05,736500.0,4.0,2.5,3180.0,21904.0,2.0,0.0,3.0,3.0,9.0,3180.0,0.0,2000.0,0.0,98059,47.515,-122.117,3715.0,29170.0,train,kc_capstone_batch_2026_03
87,2014-05-05,787000.0,3.0,1.75,1330.0,7500.0,1.0,0.0,0.0,3.0,8.0,1330.0,0.0,1961.0,0.0,98004,47.6074,-122.195,1690.0,7800.0,train,kc_capstone_batch_2026_03
88,2014-05-05,418000.0,3.0,2.0,1410.0,6030.0,1.5,0.0,0.0,4.0,7.0,1410.0,0.0,1930.0,0.0,98103,47.6994,-122.34700000000001,1410.0,6300.0,train,kc_capstone_batch_2026_03
89,2014-05-05,560000.0,3.0,2.5,1900.0,8744.0,2.0,0.0,0.0,3.0,8.0,1900.0,0.0,1987.0,0.0,98074,47.62,-122.04299999999999,2030.0,8744.0,train,kc_capstone_batch_2026_03
90,2014-05-05,379950.0,4.0,1.75,1970.0,9389.0,1.0,0.0,0.0,5.0,7.0,1140.0,830.0,1960.0,0.0,98133,47.7771,-122.339,1820.0,8135.0,train,kc_capstone_batch_2026_03
91,2014-05-05,2280000.0,7.0,8.0,13540.0,307752.0,3.0,0.0,4.0,3.0,12.0,9410.0,4130.0,1999.0,0.0,98053,47.6675,-121.986,4850.0,217800.0,train,kc_capstone_batch_2026_03
92,2014-05-05,435000.0,5.0,2.0,1840.0,9240.0,1.0,0.0,0.0,4.0,7.0,1540.0,300.0,1942.0,1958.0,98133,47.7308,-122.34,1200.0,5250.0,train,kc_capstone_batch_2026_03
93,2014-05-05,245000.0,3.0,1.75,1920.0,9306.0,1.0,0.0,0.0,3.0,7.0,1000.0,920.0,1984.0,0.0,98001,47.3319,-122.26700000000001,1860.0,8458.0,train,kc_capstone_batch_2026_03
94,2014-05-05,449250.0,4.0,,1480.0,3844.0,1.5,0.0,0.0,5.0,7.0,1480.0,0.0,1928.0,0.0,98133,47.7042,-122.352,1480.0,3844.0,train,kc_capstone_batch_2026_03
95,2014-05-05,705380.0,3.0,2.5,2490.0,4343.0,2.0,0.0,0.0,3.0,9.0,2490.0,0.0,2003.0,0.0,98029,47.5493,-121.993,2130.0,4106.0,train,kc_capstone_batch_2026_03
96,2014-05-05,657100.0,4.0,,1390.0,4240.0,1.0,0.0,0.0,3.0,7.0,1050.0,340.0,1924.0,0.0,98103,47.6596,-122.338,1810.0,4240.0,train,kc_capstone_batch_2026_03
97,2014-05-05,184000.0,3.0,1.75,1490.0,10125.0,1.0,0.0,0.0,4.0,7.0,1490.0,0.0,1962.0,0.0,98001,47.3075,-122.28399999999999,2488.0,4981.0,train,kc_capstone_batch_2026_03
98,2014-05-05,549000.0,4.0,2.5,2910.0,6338.0,2.0,0.0,0.0,3.0,8.0,2910.0,0.0,2008.0,0.0,98059,47.4804,-122.126,2500.0,5877.0,train,kc_capstone_batch_2026_03
99,2014-05-05,900000.0,3.0,1.0,1330.0,77972.0,1.0,0.0,0.0,3.0,7.0,1330.0,0.0,1928.0,1954.0,98033,47.6891,-122.15899999999999,1340.0,17689.0,train,kc_capstone_batch_2026_03
100,2014-05-05,525888.0,5.0,1.75,2550.0,71874.0,1.0,0.0,0.0,5.0,7.0,1810.0,740.0,1960.0,0.0,98027,47.4845,-122.08,2170.0,51400.0,train,kc_capstone_batch_2026_03
101,2014-05-05,650000.0,3.0,1.5,2160.0,9000.0,1.0,0.0,2.0,4.0,8.0,1400.0,760.0,1949.0,0.0,98177,47.7241,-122.369,,9000.0,train,kc_capstone_batch_2026_03
102,2014-05-05,800000.0,3.0,2.5,3240.0,7857.0,2.0,0.0,0.0,3.0,10.0,3240.0,0.0,1994.0,0.0,98075,47.5857,-122.038,2970.0,7857.0,train,kc_capstone_batch_2026_03
103,2014-05-05,410000.0,3.0,2.25,1800.0,36704.0,1.0,0.0,0.0,4.0,8.0,1360.0,440.0,1978.0,0.0,98027,47.4688,-122.01299999999999,2730.0,36404.0,train,kc_capstone_batch_2026_03
104,2014-05-05,220000.0,4.0,1.5,1240.0,9600.0,1.0,0.0,0.0,3.0,7.0,1240.0,0.0,1971.0,0.0,98023,47.3206,-122.397,1240.0,9592.0,train,kc_capstone_batch_2026_03
105,2014-05-05,712198.0,4.0,2.5,2450.0,4247.0,2.0,0.0,0.0,3.0,8.0,2450.0,0.0,2013.0,0.0,98052,47.7048,-122.113,2970.0,4685.0,train,kc_capstone_batch_2026_03
106,2014-05-05,249950.0,3.0,,1550.0,15040.0,1.0,0.0,0.0,4.0,6.0,1550.0,0.0,1958.0,0.0,98059,47.4873,-122.09899999999999,1510.0,41416.0,train,kc_capstone_batch_2026_03
107,2014-05-05,300000.0,3.0,2.0,1050.0,10072.0,1.0,0.0,0.0,3.0,7.0,1050.0,0.0,1986.0,0.0,98019,47.7341,-121.976,1130.0,10087.0,train,kc_capstone_batch_2026_03
108,2014-05-05,232000.0,2.0,1.0,1200.0,8063.0,1.0,0.0,0.0,4.0,6.0,1200.0,0.0,1958.0,0.0,,47.4204,-122.324,1200.0,7500.0,train,kc_capstone_batch_2026_03
109,2014-05-05,855000.0,4.0,2.75,2600.0,5390.0,1.0,0.0,0.0,4.0,8.0,1300.0,1300.0,1960.0,0.0,98199,47.6382,-122.397,2550.0,5600.0,train,kc_capstone_batch_2026_03
110,2014-05-05,890000.0,5.0,3.5,4490.0,6000.0,2.0,0.0,0.0,3.0,10.0,3200.0,1290.0,2006.0,0.0,98027,47.5396,-122.073,4530.0,6000.0,train,kc_capstone_batch_2026_03
111,2014-05-05,665000.0,4.0,,2800.0,5900.0,1.0,0.0,0.0,3.0,8.0,1660.0,1140.0,1963.0,0.0,98115,47.6809,-122.286,2580.0,5900.0,train,kc_capstone_batch_2026_03
112,2014-05-05,831000.0,4.0,3.0,2170.0,4000.0,2.0,0.0,0.0,4.0,9.0,1610.0,560.0,1982.0,2011.0,98112,47.6196,-122.292,1670.0,4000.0,train,kc_capstone_batch_2026_03
113,2014-05-05,524000.0,3.0,1.75 baths,1560.0,5520.0,1.0,0.0,0.0,4.0,6.0,780.0,780.0,1944.0,0.0,98199,47.6515,-122.399,1470.0,6000.0,train,kc_capstone_batch_2026_03
114,2014-05-05,865000.0,4.0,3.0,3690.0,9892.0,2.0,0.0,0.0,3.0,10.0,3690.0,0.0,1998.0,0.0,98075,47.5937,-121.98200000000001,3430.0,11294.0,train,kc_capstone_batch_2026_03
115,2014-05-05,509900.0,3.0,2.5,1790.0,2700.0,2.0,0.0,0.0,3.0,8.0,1790.0,0.0,2010.0,0.0,98027,47.56399999999999,-122.09299999999999,1890.0,3078.0,train,kc_capstone_batch_2026_03
116,2014-05-05,600000.0,3.0,1.75,1880.0,6360.0,1.0,0.0,0.0,4.0,7.0,1040.0,840.0,1945.0,0.0,98115,47.6878,-122.286,1770.0,6175.0,train,kc_capstone_batch_2026_03
117,2014-05-05,1030000.0,5.0,2.75,3190.0,16920.0,1.0,0.0,3.0,3.0,9.0,1690.0,1500.0,1976.0,0.0,98006,47.5641,-122.16,3100.0,13100.0,train,kc_capstone_batch_2026_03
118,2014-05-05,400000.0,2.0,1.75,2110.0,9519.0,1.0,0.0,0.0,2.0,7.0,2110.0,0.0,1948.0,0.0,98155,47.7504,-122.306,1480.0,9519.0,train,kc_capstone_batch_2026_03
119,2014-05-05,340000.0,2.0,1.5,1160.0,1438.0,2.0,0.0,0.0,3.0,7.0,1160.0,0.0,2001.0,0.0,98144,47.5917,-122.295,1220.0,1740.0,train,kc_capstone_batch_2026_03
120,2014-05-05,219900.0,4.0,1.5,1120.0,5427.0,1.0,0.0,0.0,3.0,6.0,1120.0,0.0,1969.0,2014.0,98042,47.3628,-122.087,1150.0,5304.0,train,kc_capstone_batch_2026_03
121,2014-05-05,501000.0,4.0,1.0,2070.0,7519.0,1.0,0.0,0.0,3.0,7.0,1160.0,910.0,1963.0,0.0,98008,47.632,-122.119,1730.0,7519.0,train,kc_capstone_batch_2026_03
122,2014-05-05,620000.0,3.0,1.75,1480.0,2185.0,2.5,0.0,0.0,3.0,9.0,1480.0,0.0,2005.0,0.0,98034,47.6945,-122.17,1480.0,2441.0,train,kc_capstone_batch_2026_03
123,2014-05-05,555000.0,3.0,2.5,1940.0,3211.0,2.0,0.0,0.0,3.0,8.0,1940.0,0.0,2009.0,0.0,98027,47.5644,-122.09299999999999,1880.0,3078.0,train,kc_capstone_batch_2026_03
124,2014-05-05,541125.0,5.0,2.75,2740.0,8426.0,1.0,0.0,0.0,4.0,8.0,1370.0,1370.0,1960.0,0.0,98006,47.5563,-122.184,2020.0,8783.0,train,kc_capstone_batch_2026_03
